brand,title,weight_g,price_inr,cost_per_gram,rating,review_count,url,search_query
Davidoff,Davidoff,,779.0,,4.6,,https://www.amazon.in/Davidoff-Fine-Aroma-100Gm/dp/B00N3VCKUG/ref=sr_1_26?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-26,Davidoff coffee powder
Davidoff,"Davidoff Rich Aroma Instant Coffee Vivid & Spicy Flavour, By febora, 100% Arabica Coffee, 90g",90.0,,,4.5,,https://www.amazon.in/Davidoff-Instant-Coffee-Flavour-Arabica/dp/B0GJT95JMT/ref=sr_1_27?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-27,Davidoff coffee powder
Davidoff,Davidoff,,800.0,,4.4,,https://www.amazon.in/Davidoff-Intense-Instant-Coffee-Bottle/dp/B07NXSMB56/ref=sr_1_29?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-29,Davidoff coffee powder
Davidoff,Davidoff,,949.0,,3.8,,https://www.amazon.in/Davidoff-Colombia-Instant-Nourishing-Colombian/dp/B0GNMMZRJ9/ref=sr_1_30?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-30,Davidoff coffee powder
Davidoff,Davidoff,,1740.0,,4.3,,https://www.amazon.in/Davidoff-Espresso-Instant-Chocolaty-Intensity/dp/B0GKVW86KZ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,Davidoff coffee powder
Davidoff,Davidoff,,999.0,,,,https://www.amazon.in/Davidoff-Chocolatey-Pistachio-Chocolate-Switzerland/dp/B0HH8XN3D3/ref=sr_1_32?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-32,Davidoff coffee powder
Davidoff,Davidoff,,2752.0,,2.2,,https://www.amazon.in/DAVIDOFF-Premium-Espresso-Aromatic-Experience/dp/B0GX9LFWJY/ref=sr_1_33?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-33,Davidoff coffee powder
Davidoff,Davidoff,,975.0,,5.0,,https://www.amazon.in/Davidoff-Elegant-Instant-Coffee-COUGAR/dp/B0GNML47LT/ref=sr_1_34?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-34,Davidoff coffee powder
Davidoff,Davidoff,,1799.0,,,,https://www.amazon.in/Davidoff-Instant-Arabica-Fragrant-Drinking/dp/B0GKVVCHLS/ref=sr_1_36?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-36,Davidoff coffee powder
Davidoff,Davidoff,,5289.0,,5.0,,https://www.amazon.in/DAVIDOFF-Decaf-Elegant-Instant-Coffee/dp/B0D9HB1VCG/ref=sr_1_37?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-37,Davidoff coffee powder
Davidoff,Davidoff,,643.0,,3.8,,https://www.amazon.in/Davidoff-Aroma-Espresso-Coffee-Capsules/dp/B0DSPZYT6D/ref=sr_1_38?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-38,Davidoff coffee powder
Davidoff,Davidoff,,4935.0,,5.0,,https://www.amazon.in/Davidoff-Crema-Intense-Instant-Coffee/dp/B0DNB26831/ref=sr_1_42?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-42,Davidoff coffee powder
Davidoff,Davidoff,,4494.0,,5.0,,https://www.amazon.in/DAVIDOFF-AROMA-INSTANT-COFFEE-INTENSITY/dp/B09XFPRQST/ref=sr_1_43?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-43,Davidoff coffee powder
Davidoff,Davidoff,,1839.0,,5.0,,https://www.amazon.in/Davidoff-Instant-Coffee-Arabica-Premium/dp/B0GKVWTPXK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-46,Davidoff coffee powder
Davidoff,Davidoff,,2699.0,,5.0,,https://www.amazon.in/Davidoff-Instant-Espresso-Premium-Arabica/dp/B0GKVP6D1P/ref=sr_1_47?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-47,Davidoff coffee powder
Davidoff,Davidoff,,1949.0,,,,https://www.amazon.in/Davidoff-Colombia-Instant-Coffee-Pack/dp/B0GNMCG2LG/ref=sr_1_48?dib=eyJ2IjoiMSJ9.umIbmiqO3ANRJpq7r8oy-084P2O58u51Nm5mue2WVoRqr7j9t4WcN8s82m4vg7A2zaE9bmCIhK_r9l3T33foQ5cADAaZZN6TKIHqTXEnORnJ6slm7e5CmUYYfjbjzGcb1LHnInrparq5jBD50f8giK0jeyD7rn0Sr7cKREgaHBkDexIHTXQv9cq-dBvc9w_g46omSUWIEhVb15j9bcQA7ZOAWZM0se6H9J-SdXPTA8RCFkjqpJkLrD2rYiEDtd2hT31fcapT1Qfb9OBg-oZqpUytwnZqkh2UQ94izblvSXM.JNC_tB1CudIwZ7NkuGS41VJ3hZFQEqvGsBuPPZIqNs8&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840735&sr=8-48,Davidoff coffee powder
Davidoff,Davidoff,,1899.0,,,,https://www.amazon.in/Davidoff-Decaf-Elegant-Instant-Coffee/dp/B0GNMGYZX7/ref=sr_1_49?dib=eyJ2IjoiMSJ9.IgjBraFbj9tkZSV4pSyY8PJ-PhgEGx_-DeSd1Sz9NfzqHYBLqdNs7b4Z5Yta62okldIkobXMA1zAzQIyob6L7knyyNGoeOfinYlO_0lmnD6K_9yqWqb7T-gOQ6l-FOD_mTpvGZY_I-T0N-TfdfkFL1HGogbUCMUlbRLLb8ujIq-TKGvLoz_Hx6zhNBQ6n4Cp_IgtBVymOzVTsKMdP4xJHbyAGhmTHnGF-oqtCXA8z1eyrQiBuMMnDu7-J-uHi61bwmmBksxsk0-C-HRp9dQrPFNuwcGcoP_u_E_brvzhH6M.z_LJoxXX_ydbVxfCbR96kccF1P4kIDpn9RKzwXhmCys&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840741&sr=8-49,Davidoff coffee powder
Davidoff,Davidoff,,799.0,,,,https://www.amazon.in/dp/B0HK8HDHWK/ref=sr_1_53?dib=eyJ2IjoiMSJ9.IgjBraFbj9tkZSV4pSyY8PJ-PhgEGx_-DeSd1Sz9NfzqHYBLqdNs7b4Z5Yta62okldIkobXMA1zAzQIyob6L7knyyNGoeOfinYlO_0lmnD6K_9yqWqb7T-gOQ6l-FOD_mTpvGZY_I-T0N-TfdfkFL1HGogbUCMUlbRLLb8ujIq-TKGvLoz_Hx6zhNBQ6n4Cp_IgtBVymOzVTsKMdP4xJHbyAGhmTHnGF-oqtCXA8z1eyrQiBuMMnDu7-J-uHi61bwmmBksxsk0-C-HRp9dQrPFNuwcGcoP_u_E_brvzhH6M.z_LJoxXX_ydbVxfCbR96kccF1P4kIDpn9RKzwXhmCys&dib_tag=se&keywords=Davidoff+coffee+powder&nsdOptOutParam=true&qid=1789840741&sr=8-53,Davidoff coffee powder
Nescafe,"NESCAFÉ Original 3-in-1 Instant Coffee, Powder Form, by febora foods, 30 Sachets, 525g, Caffeinated, Original Flavour",525.0,400.0,0.76,3.9,,https://www.amazon.in/NESCAF%C3%89-Original-Instant-Sachets-Caffeinated/dp/B0GVJ71CLT/ref=sr_1_59_mod_primary_new?dib=eyJ2IjoiMSJ9.LM-2sGdrA0yRiEgJgcHcY1bzcXwqRVJQ7ImGDDBKjv_hOPhytRZg9ki9ChzjEVfOHYQts6LjDhsek9lusWDlPGQU9A4lgVIfbFk0GYL72b2FkkzSxl48x7b4I6QudXnAg0tc5k1PBhSScCk7O7V5YjImzisJpoZ8u2Z9GDQjWLX6j4c49N6wVayO4xLMXSedm5BrhN0Bt6Vgg0k5_Wh4PM3D0dvtC8j4Q0zfgib81xKqtNYSgVLzDfD7FV4yKSvY_yAtwRGcKlCwG-tfblv4p9yESzxqsScIwPo-vdykFlk.BNW9R2SImXfac3QlrpDli3R_-FVN9Ts9LFGCsNKK_4w&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840701&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-59,Nescafe coffee powder
Nescafe,"Nescafé All in 1 Frappe Cold Coffee Premix, 300g Jar, Powder",300.0,299.0,1.0,4.2,,https://www.amazon.in/NESCAFE-Frappe-Instant-Coffee-Premix/dp/B0DSCBY56P/ref=sr_1_40?dib=eyJ2IjoiMSJ9.j6Q_oSOX9yuabRURQeFKcXYoQV-TPdGVBI_i_33taGZ7F_xNPCLNul8BNTjmZXMDXoGFLGMaWd9_XZ8Wtd3dJsv8v-W9LUi5HBkrJ3Ku5eTh9J_M7tMDOKOBWYQud6h52dkZTiLHsL3b3PuOqVBkMjQbKECk95_bSJtcuh6dM-53vV-DB8yNwsa2nnd4OV3i5-LhMEkH5Eo_OudE06VjSYENkbN6QaKvvk6NK35TtbLl_evrbdm04QV9HiBdnIEkmrHWhwmvURN1UueIR6E0aMvcDE3hJ1bix0L3TH1N79g.Yu6s77tG0td3Facy7j8w-E4OOQp_27g_jBmJn_oFajs&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840695&sr=8-40,Nescafe coffee powder
Nescafe,"Nescafé Choco Mocha Instant Coffee Premix, 125g, (5 Sachets x 25 g)",125.0,226.0,1.81,4.2,,https://www.amazon.in/NESCAFE-Instant-Coffee-Premix-Sachets/dp/B07NZXQDMM/ref=sr_1_92?dib=eyJ2IjoiMSJ9.LM-2sGdrA0yRiEgJgcHcY1bzcXwqRVJQ7ImGDDBKjv_hOPhytRZg9ki9ChzjEVfOHYQts6LjDhsek9lusWDlPGQU9A4lgVIfbFk0GYL72b2FkkzSxl48x7b4I6QudXnAg0tc5k1PBhSScCk7O7V5YjImzisJpoZ8u2Z9GDQjWLX6j4c49N6wVayO4xLMXSedm5BrhN0Bt6Vgg0k5_Wh4PM3D0dvtC8j4Q0zfgib81xKqtNYSgVLzDfD7FV4yKSvY_yAtwRGcKlCwG-tfblv4p9yESzxqsScIwPo-vdykFlk.BNW9R2SImXfac3QlrpDli3R_-FVN9Ts9LFGCsNKK_4w&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840701&sr=8-92,Nescafe coffee powder
Nescafe,Sunrise Instant Coffee Powder by Nescafe | Rich Taste & Aroma For The Perfect Start To Your Day | Coffee Chicory Mix | 500g Pouch fine blend coffee [60%] & chicory [40%],500.0,1135.0,2.27,4.5,,https://www.amazon.in/Nescaf%C3%A9-Sunrise-Instant-Coffee-Chicory-Roasted/dp/B01C5IX1LO/ref=sr_1_11?dib=eyJ2IjoiMSJ9.j6Q_oSOX9yuabRURQeFKcXYoQV-TPdGVBI_i_33taGZ7F_xNPCLNul8BNTjmZXMDXoGFLGMaWd9_XZ8Wtd3dJsv8v-W9LUi5HBkrJ3Ku5eTh9J_M7tMDOKOBWYQud6h52dkZTiLHsL3b3PuOqVBkMjQbKECk95_bSJtcuh6dM-53vV-DB8yNwsa2nnd4OV3i5-LhMEkH5Eo_OudE06VjSYENkbN6QaKvvk6NK35TtbLl_evrbdm04QV9HiBdnIEkmrHWhwmvURN1UueIR6E0aMvcDE3hJ1bix0L3TH1N79g.Yu6s77tG0td3Facy7j8w-E4OOQp_27g_jBmJn_oFajs&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840695&sr=8-11,Nescafe coffee powder
Nescafe,"NESCAFÉ 3in1 Rich Instant Coffee, Kaw & Strong Flavour, by febora foods, Powder Form, 25 Sticks per Bag, Pack of 2 450g",450.0,1450.0,3.22,5.0,,https://www.amazon.in/NESCAF%C3%89-Instant-Coffee-Strong-Flavour/dp/B0GVFGX595/ref=sr_1_96?dib=eyJ2IjoiMSJ9.LM-2sGdrA0yRiEgJgcHcY1bzcXwqRVJQ7ImGDDBKjv_hOPhytRZg9ki9ChzjEVfOHYQts6LjDhsek9lusWDlPGQU9A4lgVIfbFk0GYL72b2FkkzSxl48x7b4I6QudXnAg0tc5k1PBhSScCk7O7V5YjImzisJpoZ8u2Z9GDQjWLX6j4c49N6wVayO4xLMXSedm5BrhN0Bt6Vgg0k5_Wh4PM3D0dvtC8j4Q0zfgib81xKqtNYSgVLzDfD7FV4yKSvY_yAtwRGcKlCwG-tfblv4p9yESzxqsScIwPo-vdykFlk.BNW9R2SImXfac3QlrpDli3R_-FVN9Ts9LFGCsNKK_4w&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840701&sr=8-96,Nescafe coffee powder
Nescafe,"Nescafé Original Extra Forte Ground Coffee Bottle, 230 g",230.0,810.0,3.52,4.3,,https://www.amazon.in/Nescafe-Original-Smooth-Coffee-Ectra/dp/B07ZNMLKRB/ref=sr_1_16?dib=eyJ2IjoiMSJ9.j6Q_oSOX9yuabRURQeFKcXYoQV-TPdGVBI_i_33taGZ7F_xNPCLNul8BNTjmZXMDXoGFLGMaWd9_XZ8Wtd3dJsv8v-W9LUi5HBkrJ3Ku5eTh9J_M7tMDOKOBWYQud6h52dkZTiLHsL3b3PuOqVBkMjQbKECk95_bSJtcuh6dM-53vV-DB8yNwsa2nnd4OV3i5-LhMEkH5Eo_OudE06VjSYENkbN6QaKvvk6NK35TtbLl_evrbdm04QV9HiBdnIEkmrHWhwmvURN1UueIR6E0aMvcDE3hJ1bix0L3TH1N79g.Yu6s77tG0td3Facy7j8w-E4OOQp_27g_jBmJn_oFajs&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840695&sr=8-16,Nescafe coffee powder
Nescafe,Nescafe Matinal Suave Smooth (Imported) Instant Coffee (230 g Pure Flavoured),230.0,899.0,3.91,4.0,,https://www.amazon.in/Nescafe-Matinal-Smooth-Instant-Flavoured/dp/B0BNNBYVGH/ref=sr_1_128?dib=eyJ2IjoiMSJ9.ukGqlduktWsFr0Ay7wgoCfxeHPvVBbIt2n2noPGdlgDH43aWKsB6hIHq2yig_HHzMKbRUiZteH4fbZMQA8WQjNevs_HQzePHZDq1lJPuKTbcyDZlq0rgudw5D19T5ajlCCPzq1cmT6Qa1nZNKF_7DT1tH6Tt_kXL1U-NuwKo5JjWiHXk5-kYnVH-1n3m1ijgGFcpqxN8DUBQiTotPGYexm2wrxlqN7KM4lNdUZhg6YgXyPqdITNSiGHrxocmPGCTcxkFpuA1MIcOpSM3sLCYuVZK3mA43t4feERedTAnkjk.Oc9s4horJauTMLjQElc8cO7VphL2H9meMZTYBmnwOac&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840706&sr=8-128,Nescafe coffee powder
Nescafe,"NESCAFÉ Ice Roast Coffee Powder with Frosty Glass And Recipe Book, 90g",90.0,400.0,4.44,4.3,100.0,https://www.amazon.in/NESCAF%C3%89-Coffee-Powder-Frosty-Recipe/dp/B0DSGDW7L3/ref=sr_1_17?dib=eyJ2IjoiMSJ9.j6Q_oSOX9yuabRURQeFKcXYoQV-TPdGVBI_i_33taGZ7F_xNPCLNul8BNTjmZXMDXoGFLGMaWd9_XZ8Wtd3dJsv8v-W9LUi5HBkrJ3Ku5eTh9J_M7tMDOKOBWYQud6h52dkZTiLHsL3b3PuOqVBkMjQbKECk95_bSJtcuh6dM-53vV-DB8yNwsa2nnd4OV3i5-LhMEkH5Eo_OudE06VjSYENkbN6QaKvvk6NK35TtbLl_evrbdm04QV9HiBdnIEkmrHWhwmvURN1UueIR6E0aMvcDE3hJ1bix0L3TH1N79g.Yu6s77tG0td3Facy7j8w-E4OOQp_27g_jBmJn_oFajs&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840695&sr=8-17,Nescafe coffee powder
Nescafe,"Nescafé Black Roast Instant Coffee Powder, 90g Jar",90.0,405.0,4.5,4.4,100.0,https://www.amazon.in/NESCAF%C3%89-Classic-Black-Instant-Coffee/dp/B09FGCL2G9/ref=sr_1_7?dib=eyJ2IjoiMSJ9.j6Q_oSOX9yuabRURQeFKcXYoQV-TPdGVBI_i_33taGZ7F_xNPCLNul8BNTjmZXMDXoGFLGMaWd9_XZ8Wtd3dJsv8v-W9LUi5HBkrJ3Ku5eTh9J_M7tMDOKOBWYQud6h52dkZTiLHsL3b3PuOqVBkMjQbKECk95_bSJtcuh6dM-53vV-DB8yNwsa2nnd4OV3i5-LhMEkH5Eo_OudE06VjSYENkbN6QaKvvk6NK35TtbLl_evrbdm04QV9HiBdnIEkmrHWhwmvURN1UueIR6E0aMvcDE3hJ1bix0L3TH1N79g.Yu6s77tG0td3Facy7j8w-E4OOQp_27g_jBmJn_oFajs&dib_tag=se&keywords=Nescafe+coffee+powder&nsdOptOutParam=true&qid=1789840695&sr=8-7,Nescafe coffee powder
